OBJECTID;SID;DID;TID;VILL_CODE;C_CODE01;NAME;UID;UID_1;CENSUS_COD;STATE;DISTRICT;SUB_DIST;TOWN_VILL;WARD;EB;LEVEL;NAME_1;TRU;No_HH;TOT_P;TOT_M;TOT_F;P_06;M_06;F_06;P_SC;M_SC;F_SC;P_ST;M_ST;F_ST;P_LIT;M_LIT;F_LIT;P_ILL;M_ILL;F_ILL;TOT_WORK_P;TOT_WORK_M;TOT_WORK_F;MAINWORK_P;MAINWORK_M;MAINWORK_F;MAIN_CL_P;MAIN_CL_M;MAIN_CL_F;MAIN_AL_P;MAIN_AL_M;MAIN_AL_F;MAIN_HH_P;MAIN_HH_M;MAIN_HH_F;MAIN_OT_P;MAIN_OT_M;MAIN_OT_F;MARGWORK_P;MARGWORK_M;MARGWORK_F;MARG_CL_P;MARG_CL_M;MARG_CL_F;MARG_AL_P;MARG_AL_M;MARG_AL_F;MARG_HH_P;MARG_HH_M;MARG_HH_F;MARG_OT_P;MARG_OT_M;MARG_OT_F;NON_WORK_P;NON_WORK_M;NON_WORK_F;ST_CODE;DIST_CODE;THSIL_CODE;BLOCK_CODE;V_CT_CODE;VILL_NAME;AREA;T_HH;T_P;T_M;T_F;SC_P;SC_M;SC_F;ST_P;ST_M;ST_F;EDU_FAC;P_SCH;RANG_P_SCH;M_SCH;RANG_M_SCH;S_SCH;S_S_SCH;COLLEGE;RANG_COLL;IND_SCH;TR_SCH;ADLT_LT_CT;OTH_SCH;MEDI_FAC;ALL_HOSP;RANG_ALL;AYU_HOSP;UN_HOSP;HOM_HOSP;ALL_DISP;AYU_DISP;UN_DISP;HOM_DISP;MCW_CNTR;RANG_MCW;M_HOME;CWC;H_CNTR;PH_CNTR;RANG_PHC;PHS_CNT;FWC_CNTR;TB_CLN;N_HOME;RMP;SMP;CHW;OTH_CNTR;DRNK_WAT_F;RANG_WAT_F;TAP;WELL;TANK;TUBEWELL;HANDPUMP;RIVER;CANAL;LAKE;SPRING;OTHER;SOU_SUMM;RANG_SS;SS_CODE;P_T_FAC;POST_OFF;RANG_PO;TELE_OFF;POST_TELE;PHONE;RANG_PHONE;COMM_FAC;BS_FAC;RANG_BS;RS_FAC;RANG_RS;NW_FAC;RANG_NW;BANK_FAC;COMM_BANK;RANG_COMM;COOP_BANK;RANG_COOP;CRSOC_FAC;AC_SOC;RANG_ACS;NAC_SOC;RANG_NAC;OTHER_SOC;RANG_OTH;RC_FAC;C_V_HALL;RANG_CV;SP_CL_FAC;RANG_SPCL;ST_AU_FAC;RANG_STAU;APP_PR;APP_MR;APP_FP;APP_NAVRIV;APP_NAVCAN;APP_NW;NEAR_TOWN;DIST_TOWN;POWER_SUPL;POWER_DOM;POWER_AGR;POWER_OTH;POWER_ALL;PAP_MAG;NEWS_PAP;MAGAZINE;A_INCEXP;TOT_INC;TOT_EXP;MAN_COMM1;MAN_COMM2;MAN_COMM3;LAND_FORES;CANAL_GOVT;CANAL_PVT;WELL_WO_EL;WELL_W_EL;TW_WO_EL;TW_W_EL;TANK_IRR;RIVER_IRR;LAKE_IRR;W_FALL;OTH_IRR;TOT_IRR;UN_IRR;CULT_WASTE;AREA_NA_CU;Shape_Leng;Shape_Area
59.0;13;02;0015;00000000;1302001500000000;Kiphire Sadar;259587;259587;1302001500000000.0;13;2;15;0;0;0;CIRCLE;Kiphire Sadar;Total;3218;18094;9590;8504;3031;1557;1474;0;0;0;16673;8640;8033;10789;6223;4566;7305;3367;3938;5857;3699;2158;5513;3566;1947;2873;1459;1414;180;91;89;112;59;53;2348;1957;391;344;133;211;170;61;109;19;8;11;69;9;60;86;55;31;12237;5891;6346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57956.47995119879;120004807.08603308
60.0;13;06;0001;00000000;1306000100000000;Niuland;259588;259588;1306000100000000.0;13;6;1;0;0;0;CIRCLE;Niuland;Total;5920;31479;16116;15363;5227;2591;2636;0;0;0;30053;15352;14701;18700;10251;8449;12779;5865;6914;10316;6477;3839;7170;5487;1683;5226;4063;1163;176;132;44;225;72;153;1543;1220;323;3146;990;2156;1797;702;1095;344;124;220;713;49;664;292;115;177;21163;9639;11524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36178.36875176978;51010443.51531612
61.0;13;04;0009;00000000;1304000900000000;Ghatashi;259589;259589;1304000900000000.0;13;4;9;0;0;0;CIRCLE;Ghathashi;Total;1829;9547;4856;4691;2017;1036;981;0;0;0;9456;4800;4656;5564;2997;2567;3983;1859;2124;3941;1973;1968;3815;1916;1899;3228;1465;1763;6;1;5;44;24;20;537;426;111;126;57;69;66;28;38;0;0;0;21;5;16;39;24;15;5606;2883;2723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79836.01550434255;158463986.01423803
62.0;13;02;0017;00000000;1302001700000000;Kiusam;259590;259590;1302001700000000.0;13;2;17;0;0;0;CIRCLE;Kiusam;Total;1087;6714;3530;3184;1196;625;571;0;0;0;6692;3515;3177;2137;1378;759;4577;2152;2425;3212;1624;1588;3179;1610;1569;2966;1432;1534;4;2;2;35;24;11;174;152;22;33;14;19;31;14;17;0;0;0;2;0;2;0;0;0;3502;1906;1596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65137.34756609938;123634015.04641353
63.0;13;06;0005;00000000;1306000500000000;Chumukedima;259591;259591;1306000500000000.0;13;6;5;0;0;0;CIRCLE;Chumukedima;Total;15424;83744;44944;38800;12835;6560;6275;0;0;0;55237;28188;27049;54665;31312;23353;29079;13632;15447;26364;19779;6585;22083;17778;4305;4866;3308;1558;1225;916;309;448;240;208;15544;13314;2230;4281;2001;2280;1454;455;999;1049;526;523;215;59;156;1563;961;602;57380;25165;32215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78227.7643242579;154955349.0573753
64.0;13;02;0020;00000000;1302002000000000;Pungro;259592;259592;1302002000000000.0;13;2;20;0;0;0;CIRCLE;Pungro;Total;4203;24075;12682;11393;4864;2562;2302;0;0;0;23642;12409;11233;8218;4958;3260;15857;7724;8133;9830;5017;4813;8737;4645;4092;7801;3870;3931;40;22;18;138;77;61;758;676;82;1093;372;721;1016;328;688;8;3;5;26;17;9;43;24;19;14245;7665;6580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106777.48572090402;500672351.5163151
65.0;13;07;0002;00000000;1307000200000000;Cheiphobozou;259593;259593;1307000200000000.0;13;7;2;0;0;0;CIRCLE;Chiephobozou;Total;4848;24333;12500;11833;3954;2041;1913;0;0;0;23246;11656;11590;15772;8818;6954;8561;3682;4879;12603;6619;5984;10049;5711;4338;5901;2468;3433;185;100;85;142;75;67;3821;3068;753;2554;908;1646;1332;538;794;716;221;495;253;49;204;253;100;153;11730;5881;5849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112821.75999895697;430581910.0607898
66.0;13;06;0003;00000000;1306000300000000;Nihokhu;259594;259594;1306000300000000.0;13;6;3;0;0;0;CIRCLE;Nihokhu;Total;1936;12155;6287;5868;2871;1386;1485;0;0;0;8037;4151;3886;5486;3064;2422;6669;3223;3446;4576;2469;2107;2967;2169;798;2272;1655;617;291;179;112;30;18;12;374;317;57;1609;300;1309;1386;241;1145;108;35;73;53;2;51;62;22;40;7579;3818;3761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57053.41961263864;104769697.9458141
67.0;13;02;0018;00000000;1302001800000000;Sitimi;259595;259595;1302001800000000.0;13;2;18;0;0;0;CIRCLE;Sitimi;Total;1841;11746;6187;5559;1541;879;662;0;0;0;11724;6176;5548;6068;3427;2641;5678;2760;2918;4661;2299;2362;4624;2285;2339;3896;1812;2084;281;136;145;54;29;25;393;308;85;37;14;23;27;12;15;1;1;0;6;0;6;3;1;2;7085;3888;3197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47011.8092075626;113250348.86857213
68.0;13;04;0011;00000000;1304001100000000;Satoi;259596;259596;1304001100000000.0;13;4;11;0;0;0;CIRCLE;Satoi;Total;979;5324;2678;2646;1166;605;561;0;0;0;5309;2666;2643;2815;1513;1302;2509;1165;1344;2203;1085;1118;2151;1059;1092;1914;877;1037;5;3;2;5;4;1;227;175;52;52;26;26;17;6;11;0;0;0;1;0;1;34;20;14;3121;1593;1528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71839.78037034262;146458500.9596412
69.0;13;06;0004;00000000;1306000400000000;Dimapur Sadar;259597;259597;1306000400000000.0;13;6;4;0;0;0;CIRCLE;Dimapur Sadar;Total;25039;127458;71123;56335;16838;8637;8201;0;0;0;49004;24563;24441;89086;52478;36608;38372;18645;19727;42326;36167;6159;38546;33432;5114;531;296;235;349;247;102;719;484;235;36947;32405;4542;3780;2735;1045;131;55;76;204;133;71;175;66;109;3270;2481;789;85132;34956;50176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29190.363286725118;37064141.210163206
70.0;13;02;0019;00000000;1302001900000000;Longnmatra;259598;259598;1302001900000000.0;13;2;19;0;0;0;CIRCLE;Longmatra;Total;1123;8100;4396;3704;1487;773;714;0;0;0;7616;4005;3611;2815;1652;1163;5285;2744;2541;2871;1675;1196;2587;1573;1014;1980;1068;912;31;14;17;39;24;15;537;467;70;284;102;182;183;66;117;16;6;10;28;1;27;57;29;28;5229;2721;2508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52974.12190225751;70261275.57007207
71.0;13;08;0001;00000000;1308000100000000;Sekruzu (Phugwu);259599;259599;1308000100000000.0;13;8;1;0;0;0;CIRCLE;Sekruzu;Total;1978;9246;4757;4489;1822;952;870;0;0;0;9194;4727;4467;4087;2479;1608;5159;2278;2881;4996;2525;2471;4183;2124;2059;3452;1539;1913;25;15;10;28;13;15;678;557;121;813;401;412;553;264;289;167;95;72;35;13;22;58;29;29;4250;2232;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52750.957682455744;119883412.48003317
72.0;13;06;0007;00000000;1306000700000000;Medziphema;259600;259600;1306000700000000.0;13;6;7;0;0;0;CIRCLE;Medziphema;Total;4326;24401;12807;11594;4109;2075;2034;0;0;0;19463;9734;9729;16250;9121;7129;8151;3686;4465;9928;6065;3863;7969;5241;2728;3945;2005;1940;222;167;55;101;68;33;3701;3001;700;1959;824;1135;1285;533;752;305;143;162;161;39;122;208;109;99;14473;6742;7731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96389.06765958607;355091156.76449585
73.0;13;06;0002;00000000;1306000200000000;Kohoboto;259601;259601;1306000200000000.0;13;6;2;0;0;0;CIRCLE;Kuhoboto;Total;2314;12699;6462;6237;2515;1273;1242;0;0;0;10780;5395;5385;7665;4145;3520;5034;2317;2717;4279;2451;1828;3785;2342;1443;2685;1464;1221;216;188;28;91;24;67;793;666;127;494;109;385;315;52;263;77;20;57;44;3;41;58;34;24;8420;4011;4409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35713.05777855586;46049078.3074999
74.0;13;08;0002;00000000;1308000200000000;Phek Sadar;259602;259602;1308000200000000.0;13;8;2;0;0;0;CIRCLE;Phek Sadar;Total;5800;29422;15808;13614;5879;3108;2771;0;0;0;26797;13904;12893;17927;10596;7331;11495;5212;6283;15910;8870;7040;12347;7184;5163;7591;3315;4276;67;32;35;74;47;27;4615;3790;825;3563;1686;1877;2975;1436;1539;127;44;83;162;41;121;299;165;134;13512;6938;6574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110584.30154655193;383782416.14456624
75.0;13;07;0003;00000000;1307000300000000;Kezocha;259603;259603;1307000300000000.0;13;7;3;0;0;0;CIRCLE;Kezocha;Total;1830;12216;6715;5501;2041;1065;976;0;0;0;11210;5750;5460;6140;3937;2203;6076;2778;3298;5812;3288;2524;5470;3108;2362;3721;1666;2055;126;24;102;121;59;62;1502;1359;143;342;180;162;130;64;66;25;10;15;26;3;23;161;103;58;6404;3427;2977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103700.00123612933;232715430.24146727
76.0;13;06;0006;00000000;1306000600000000;Dhansiripar;259604;259604;1306000600000000.0;13;6;6;0;0;0;CIRCLE;Dhansiripar;Total;3118;17088;8924;8164;2534;1301;1233;0;0;0;15000;7658;7342;9498;5396;4102;7590;3528;4062;5517;4155;1362;5061;4014;1047;3678;2946;732;155;122;33;103;31;72;1125;915;210;456;141;315;145;40;105;75;45;30;122;13;109;114;43;71;11571;4769;6802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71702.44046572915;231332085.05592504
77.0;13;08;0003;00000000;1308000300000000;Meluri;259605;259605;1308000300000000.0;13;8;3;0;0;0;CIRCLE;Meluri;Total;2877;14911;7912;6999;2802;1414;1388;0;0;0;13947;7232;6715;8842;5211;3631;6069;2701;3368;7297;4055;3242;5755;3311;2444;4012;1790;2222;26;17;9;17;8;9;1700;1496;204;1542;744;798;1320;634;686;30;17;13;89;36;53;103;57;46;7614;3857;3757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124786.9857724925;458129653.5947677
78.0;13;07;0006;00000000;1307000600000000;Sechu;259606;259606;1307000600000000.0;13;7;6;0;0;0;CIRCLE;Sechu;Total;2810;14836;8197;6639;2123;1061;1062;0;0;0;12468;6316;6152;10186;5982;4204;4650;2215;2435;7477;4500;2977;6795;4269;2526;3282;1447;1835;51;36;15;75;40;35;3387;2746;641;682;231;451;450;116;334;36;8;28;65;26;39;131;81;50;7359;3697;3662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86362.86691667655;324080520.38015634
79.0;13;08;0004;00000000;1308000400000000;Phokhungri;259607;259607;1308000400000000.0;13;8;4;0;0;0;CIRCLE;Phokhungri;Total;585;3502;1861;1641;881;463;418;0;0;0;3459;1831;1628;1742;1023;719;1760;838;922;1642;855;787;1176;648;528;920;425;495;18;8;10;11;5;6;227;210;17;466;207;259;448;197;251;0;0;0;5;1;4;13;9;4;1860;1006;854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105434.43262569432;422062663.16911495
80.0;13;08;0005;00000000;1308000500000000;Chozuba;259608;259608;1308000500000000.0;13;8;5;0;0;0;CIRCLE;Chozuba;Total;2460;13540;7111;6429;2399;1284;1115;0;0;0;13460;7055;6405;7891;4584;3307;5649;2527;3122;6212;3153;3059;5324;2707;2617;3806;1553;2253;39;18;21;28;13;15;1451;1123;328;888;446;442;492;227;265;283;162;121;24;12;12;89;45;44;7328;3958;3370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38076.14855312203;63775666.18246483
81.0;13;08;0006;00000000;1308000600000000;Chetheba;259609;259609;1308000600000000.0;13;8;6;0;0;0;CIRCLE;Chetheba;Total;2823;14299;7144;7155;2360;1170;1190;0;0;0;14114;7033;7081;8906;4907;3999;5393;2237;3156;7163;3501;3662;4824;2503;2321;3570;1541;2029;39;31;8;63;33;30;1152;898;254;2339;998;1341;1560;668;892;21;5;16;125;51;74;633;274;359;7136;3643;3493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40680.36685793324;85654317.04706319
82.0;13;07;0005;00000000;1307000500000000;Kohima Sadar;259610;259610;1307000500000000.0;13;7;5;0;0;0;CIRCLE;Kohima Sadar;Total;18610;91082;48840;42242;13162;6781;6381;0;0;0;72370;36530;35840;66607;37622;28985;24475;11218;13257;30411;21305;9106;27910;20101;7809;1129;413;716;95;45;50;403;191;212;26283;19452;6831;2501;1204;1297;475;144;331;81;40;41;299;87;212;1646;933;713;60671;27535;33136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38920.33978733605;25364007.751794882
83.0;13;08;0007;00000000;1308000700000000;Sakraba;259611;259611;1308000700000000.0;13;8;7;0;0;0;CIRCLE;Sakraba;Total;1971;9676;5034;4642;2220;1205;1015;0;0;0;9567;4965;4602;4248;2528;1720;5428;2506;2922;4500;2175;2325;4253;2055;2198;3671;1672;1999;224;105;119;18;8;10;340;270;70;247;120;127;217;100;117;7;3;4;13;9;4;10;8;2;5176;2859;2317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41413.45668000265;79345066.65558252
84.0;13;07;0004;00000000;1307000400000000;Jakhama;259612;259612;1307000400000000.0;13;7;4;0;0;0;CIRCLE;Jakhama;Total;4597;23987;12421;11566;3575;1812;1763;0;0;0;21758;10832;10926;15235;8792;6443;8752;3629;5123;11203;5986;5217;9551;5324;4227;5151;1959;3192;80;52;28;105;55;50;4215;3258;957;1652;662;990;1313;502;811;90;53;37;65;21;44;184;86;98;12784;6435;6349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56684.440740282545;138291781.64122465
85.0;13;07;0008;00000000;1307000800000000;Jalukie;259613;259613;1307000800000000.0;13;7;8;0;0;0;CIRCLE;Jalukie;Total;4308;23274;11910;11364;4015;2063;1952;0;0;0;21414;10907;10507;14091;7835;6256;9183;4075;5108;10087;5392;4695;8597;4986;3611;6217;3404;2813;151;83;68;248;85;163;1981;1414;567;1490;406;1084;1033;218;815;60;35;25;102;20;82;295;133;162;13187;6518;6669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89698.97034983967;230168899.86267608
86.0;13;07;0007;00000000;1307000700000000;Ngwalwa;259614;259614;1307000700000000.0;13;7;7;0;0;0;CIRCLE;Pedi (Ngwalwa);Total;1536;8411;4370;4041;1317;657;660;0;0;0;8136;4218;3918;5005;2850;2155;3406;1520;1886;3278;1722;1556;2672;1503;1169;1973;999;974;29;20;9;104;54;50;566;430;136;606;219;387;551;205;346;20;4;16;11;2;9;24;8;16;5133;2648;2485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55557.884091715365;165800199.82592568
87.0;13;07;0009;00000000;1307000900000000;Athibung;259615;259615;1307000900000000.0;13;7;9;0;0;0;CIRCLE;Athibung;Total;2086;12310;6277;6033;1957;974;983;0;0;0;12305;6273;6032;7584;4138;3446;4726;2139;2587;6180;3221;2959;5782;3052;2730;5346;2803;2543;5;2;3;150;23;127;281;224;57;398;169;229;335;144;191;7;1;6;19;9;10;37;15;22;6130;3056;3074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126141.61634675816;622987977.9734265
88.0;13;08;0008;00000000;1308000800000000;Pfutsero;259616;259616;1308000800000000.0;13;8;8;0;0;0;CIRCLE;Pfutsero;Total;6487;34181;17539;16642;5570;2837;2733;0;0;0;33127;16771;16356;22157;12375;9782;12024;5164;6860;14419;7539;6880;11678;6399;5279;7802;3397;4405;177;130;47;177;82;95;3522;2790;732;2741;1140;1601;1554;563;991;184;92;92;382;145;237;621;340;281;19762;10000;9762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59360.761312384864;151170801.95828357
89.0;13;08;0010;00000000;1308001000000000;Chizami;259617;259617;1308001000000000.0;13;8;10;0;0;0;CIRCLE;Chizami;Total;3181;15289;7867;7422;2613;1359;1254;0;0;0;15187;7809;7378;7306;4335;2971;7983;3532;4451;7604;3845;3759;6907;3479;3428;5701;2565;3136;18;11;7;37;28;9;1151;875;276;697;366;331;638;328;310;2;1;1;10;4;6;47;33;14;7685;4022;3663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40504.59564065421;71496048.92070702
90.0;13;07;0012;00000000;1307001200000000;Peren;259618;259618;1307001200000000.0;13;7;12;0;0;0;CIRCLE;Peren;Total;1791;8861;4541;4320;1525;771;754;0;0;0;8274;4196;4078;5191;2945;2246;3670;1596;2074;3938;2056;1882;3491;1912;1579;2139;1011;1128;47;28;19;173;60;113;1132;813;319;447;144;303;165;59;106;19;11;8;214;51;163;49;23;26;4923;2485;2438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86183.14950827892;225820778.85094145
91.0;13;08;0009;00000000;1308000900000000;Khezhakeno;259619;259619;1308000900000000.0;13;8;9;0;0;0;CIRCLE;Khezhakeno;Total;712;4129;2108;2021;541;272;269;0;0;0;4125;2106;2019;2456;1395;1061;1673;713;960;1655;839;816;1007;620;387;657;375;282;6;5;1;84;2;82;260;238;22;648;219;429;421;184;237;18;9;9;180;8;172;29;18;11;2474;1269;1205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17195.938057338353;17328584.78203557
