OBJECTID;SID;DID;TID;VILL_CODE;C_CODE01;NAME;UID;UID_1;CENSUS_COD;STATE;DISTRICT;SUB_DIST;TOWN_VILL;WARD;EB;LEVEL;NAME_1;TRU;No_HH;TOT_P;TOT_M;TOT_F;P_06;M_06;F_06;P_SC;M_SC;F_SC;P_ST;M_ST;F_ST;P_LIT;M_LIT;F_LIT;P_ILL;M_ILL;F_ILL;TOT_WORK_P;TOT_WORK_M;TOT_WORK_F;MAINWORK_P;MAINWORK_M;MAINWORK_F;MAIN_CL_P;MAIN_CL_M;MAIN_CL_F;MAIN_AL_P;MAIN_AL_M;MAIN_AL_F;MAIN_HH_P;MAIN_HH_M;MAIN_HH_F;MAIN_OT_P;MAIN_OT_M;MAIN_OT_F;MARGWORK_P;MARGWORK_M;MARGWORK_F;MARG_CL_P;MARG_CL_M;MARG_CL_F;MARG_AL_P;MARG_AL_M;MARG_AL_F;MARG_HH_P;MARG_HH_M;MARG_HH_F;MARG_OT_P;MARG_OT_M;MARG_OT_F;NON_WORK_P;NON_WORK_M;NON_WORK_F;ST_CODE;DIST_CODE;THSIL_CODE;BLOCK_CODE;V_CT_CODE;VILL_NAME;AREA;T_HH;T_P;T_M;T_F;SC_P;SC_M;SC_F;ST_P;ST_M;ST_F;EDU_FAC;P_SCH;RANG_P_SCH;M_SCH;RANG_M_SCH;S_SCH;S_S_SCH;COLLEGE;RANG_COLL;IND_SCH;TR_SCH;ADLT_LT_CT;OTH_SCH;MEDI_FAC;ALL_HOSP;RANG_ALL;AYU_HOSP;UN_HOSP;HOM_HOSP;ALL_DISP;AYU_DISP;UN_DISP;HOM_DISP;MCW_CNTR;RANG_MCW;M_HOME;CWC;H_CNTR;PH_CNTR;RANG_PHC;PHS_CNT;FWC_CNTR;TB_CLN;N_HOME;RMP;SMP;CHW;OTH_CNTR;DRNK_WAT_F;RANG_WAT_F;TAP;WELL;TANK;TUBEWELL;HANDPUMP;RIVER;CANAL;LAKE;SPRING;OTHER;SOU_SUMM;RANG_SS;SS_CODE;P_T_FAC;POST_OFF;RANG_PO;TELE_OFF;POST_TELE;PHONE;RANG_PHONE;COMM_FAC;BS_FAC;RANG_BS;RS_FAC;RANG_RS;NW_FAC;RANG_NW;BANK_FAC;COMM_BANK;RANG_COMM;COOP_BANK;RANG_COOP;CRSOC_FAC;AC_SOC;RANG_ACS;NAC_SOC;RANG_NAC;OTHER_SOC;RANG_OTH;RC_FAC;C_V_HALL;RANG_CV;SP_CL_FAC;RANG_SPCL;ST_AU_FAC;RANG_STAU;APP_PR;APP_MR;APP_FP;APP_NAVRIV;APP_NAVCAN;APP_NW;NEAR_TOWN;DIST_TOWN;POWER_SUPL;POWER_DOM;POWER_AGR;POWER_OTH;POWER_ALL;PAP_MAG;NEWS_PAP;MAGAZINE;A_INCEXP;TOT_INC;TOT_EXP;MAN_COMM1;MAN_COMM2;MAN_COMM3;LAND_FORES;CANAL_GOVT;CANAL_PVT;WELL_WO_EL;WELL_W_EL;TW_WO_EL;TW_W_EL;TANK_IRR;RIVER_IRR;LAKE_IRR;W_FALL;OTH_IRR;TOT_IRR;UN_IRR;CULT_WASTE;AREA_NA_CU;Shape_Leng;Shape_Area
26.0;13;05;0002;00000000;1305000200000000;Aitepyong;259554;259554;1305000200000000.0;13;5;2;0;0;0;CIRCLE;Aitepyong;Total;2026;13226;6696;6530;1143;544;599;0;0;0;13118;6643;6475;8898;4929;3969;4328;1767;2561;4698;2345;2353;4561;2274;2287;3718;1642;2076;8;2;6;61;22;39;774;608;166;137;71;66;80;37;43;2;0;2;17;6;11;38;28;10;8528;4351;4177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71620.54951380569;153288243.72260752
27.0;13;01;0013;00000000;1301001300000000;Tobu;259555;259555;1301001300000000.0;13;1;13;0;0;0;CIRCLE;Tobu;Total;2259;15319;8165;7154;2131;1103;1028;0;0;0;14167;7509;6658;3941;2396;1545;11378;5769;5609;8376;4544;3832;6937;3789;3148;6182;3253;2929;233;120;113;101;56;45;421;360;61;1439;755;684;1104;590;514;295;152;143;13;3;10;27;10;17;6943;3621;3322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54548.713223009836;118535406.25161639
28.0;13;02;0007;00000000;1302000700000000;Tuensang Sadar;259556;259556;1302000700000000.0;13;2;7;0;0;0;CIRCLE;Tuensang Sadar;Total;10123;63896;34498;29398;10082;5156;4926;0;0;0;57019;29811;27208;36223;21072;15151;27673;13426;14247;21919;14071;7848;19624;13015;6609;11101;5691;5410;157;111;46;292;178;114;8074;7035;1039;2295;1056;1239;1467;550;917;361;209;152;88;50;38;379;247;132;41977;20427;21550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110812.96689293002;445103509.1994881
29.0;13;03;0008;00000000;1303000800000000;Ongpangkong;259557;259557;1303000800000000.0;13;3;8;0;0;0;CIRCLE;Ongpangkong;Total;8866;54453;28219;26234;5392;2707;2685;0;0;0;52391;26901;25490;40902;21927;18975;13551;6292;7259;29394;15607;13787;20267;11526;8741;13106;6347;6759;176;96;80;358;163;195;6627;4920;1707;9127;4081;5046;4829;2363;2466;1848;587;1261;584;230;354;1866;901;965;25059;12612;12447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146578.02235450453;441122611.7291835
30.0;13;02;0008;00000000;1302000800000000;Noklak;259558;259558;1302000800000000.0;13;2;8;0;0;0;CIRCLE;Noklak;Total;3759;19962;10402;9560;3735;1851;1884;0;0;0;18660;9653;9007;8209;4742;3467;11753;5660;6093;8667;4702;3965;7768;4300;3468;6431;3285;3146;57;22;35;126;81;45;1154;912;242;899;402;497;699;305;394;50;6;44;34;13;21;116;78;38;11295;5700;5595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111184.9752184071;422996767.2280123
31.0;13;02;0005;00000000;1302000500000000;Chare;259559;259559;1302000500000000.0;13;2;5;0;0;0;CIRCLE;Chare;Total;1918;11622;6033;5589;1435;744;691;0;0;0;11494;5959;5535;6732;3628;3104;4890;2405;2485;5045;2823;2222;4102;2338;1764;3371;1728;1643;33;23;10;47;29;18;651;558;93;943;485;458;508;284;224;184;68;116;88;26;62;163;107;56;6577;3210;3367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43721.74163050959;77624008.0466205
32.0;13;05;0003;00000000;1305000300000000;Bhandari;259560;259560;1305000300000000.0;13;5;3;0;0;0;CIRCLE;Bhandari;Total;2555;13466;6921;6545;1988;1025;963;0;0;0;12083;6157;5926;8408;4660;3748;5058;2261;2797;5253;2961;2292;4158;2429;1729;2874;1380;1494;42;27;15;40;30;10;1202;992;210;1095;532;563;650;317;333;192;95;97;129;42;87;124;78;46;8213;3960;4253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103090.80370243259;288122372.15427464
33.0;13;05;0005;00000000;1305000500000000;Sungro;259561;259561;1305000500000000.0;13;5;5;0;0;0;CIRCLE;Sungro;Total;1951;14100;7296;6804;1672;820;852;0;0;0;14055;7264;6791;9471;5349;4122;4629;1947;2682;5276;2839;2437;3680;2165;1515;2579;1297;1282;7;3;4;100;52;48;994;813;181;1596;674;922;1304;530;774;33;13;20;104;53;51;155;78;77;8824;4457;4367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70956.07584318785;115555579.75640887
34.0;13;02;0006;00000000;1302000600000000;Longkhim;259562;259562;1302000600000000.0;13;2;6;0;0;0;CIRCLE;Longkhim;Total;2713;15894;8264;7630;2164;1091;1073;0;0;0;15659;8120;7539;7727;4313;3414;8167;3951;4216;7152;3691;3461;6462;3374;3088;5017;2363;2654;59;35;24;353;159;194;1033;817;216;690;317;373;240;117;123;264;120;144;64;10;54;122;70;52;8742;4573;4169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58992.14993469233;136650311.03858635
35.0;13;04;0002;00000000;1304000200000000;Akuluto;259563;259563;1304000200000000.0;13;4;2;0;0;0;CIRCLE;Akuluto;Total;1256;6665;3469;3196;1126;582;544;0;0;0;6459;3298;3161;4175;2309;1866;2490;1160;1330;2621;1495;1126;2104;1309;795;1143;544;599;26;16;10;63;33;30;872;716;156;517;186;331;246;117;129;93;43;50;125;6;119;53;20;33;4044;1974;2070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67022.23090017689;100673099.4231637
36.0;13;05;0004;00000000;1305000400000000;Baghty;259564;259564;1305000400000000.0;13;5;4;0;0;0;CIRCLE;Baghty;Total;465;3090;1653;1437;295;145;150;0;0;0;2895;1530;1365;2321;1301;1020;769;352;417;1009;636;373;773;593;180;297;190;107;4;3;1;3;1;2;469;399;70;236;43;193;203;24;179;4;2;2;0;0;0;29;17;12;2081;1017;1064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27181.808683014286;38895227.15390649
37.0;13;05;0006;00000000;1305000600000000;Sanis;259565;259565;1305000600000000.0;13;5;6;0;0;0;CIRCLE;Sanis;Total;1255;6534;3304;3230;975;482;493;0;0;0;6169;3089;3080;4580;2492;2088;1954;812;1142;2297;1307;990;2255;1294;961;1422;616;806;3;2;1;12;6;6;818;670;148;42;13;29;32;7;25;0;0;0;2;1;1;8;5;3;4237;1997;2240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67304.04025615522;89384617.33893493
38.0;13;05;0010;00000000;1305001000000000;Wokha Sadar;259566;259566;1305001000000000.0;13;5;10;0;0;0;CIRCLE;Wokha Sadar;Total;10921;72236;37965;34271;10287;5254;5033;0;0;0;67891;34940;32951;52952;29412;23540;19284;8553;10731;21819;13100;8719;19362;12161;7201;8073;3299;4774;105;52;53;474;203;271;10710;8607;2103;2457;939;1518;689;189;500;203;75;128;519;121;398;1046;554;492;50417;24865;25552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110670.0633822061;332473375.63940626
39.0;13;02;0009;00000000;1302000900000000;Panso;259567;259567;1302000900000000.0;13;2;9;0;0;0;CIRCLE;Panso;Total;1524;8730;4516;4214;1389;716;673;0;0;0;8695;4498;4197;2641;1549;1092;6089;2967;3122;5230;2701;2529;4617;2419;2198;4333;2213;2120;17;10;7;54;22;32;213;174;39;613;282;331;366;183;183;190;70;120;31;8;23;26;21;5;3500;1815;1685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50767.838816843265;129474992.89411242
40.0;13;04;0003;00000000;1304000300000000;Suruhoto;259568;259568;1304000300000000.0;13;4;3;0;0;0;CIRCLE;Suruhuto;Total;2536;14660;7462;7198;2223;1149;1074;0;0;0;14546;7390;7156;7282;3961;3321;7378;3501;3877;4777;2552;2225;3871;2235;1636;2403;1132;1271;255;106;149;53;39;14;1160;958;202;906;317;589;129;44;85;595;216;379;46;11;35;136;46;90;9883;4910;4973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57153.65451536273;113732507.82453348
41.0;13;02;0010;00000000;1302001000000000;Shamator;259569;259569;1302001000000000.0;13;2;10;0;0;0;CIRCLE;Shamator;Total;2406;16723;8560;8163;3150;1555;1595;0;0;0;16079;8212;7867;5694;3424;2270;11029;5136;5893;6106;3203;2903;4688;2577;2111;3668;1729;1939;21;13;8;123;86;37;876;749;127;1418;626;792;1145;488;657;30;12;18;60;36;24;183;90;93;10617;5357;5260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65165.366029910096;168625098.32102674
42.0;13;04;0004;00000000;1304000400000000;Asuto;259570;259570;1304000400000000.0;13;4;4;0;0;0;CIRCLE;Asuto;Total;1480;7445;3878;3567;1517;794;723;0;0;0;7415;3858;3557;3148;1859;1289;4297;2019;2278;3221;1722;1499;767;556;211;438;288;150;7;4;3;7;7;0;315;257;58;2454;1166;1288;2344;1086;1258;74;56;18;26;16;10;10;8;2;4224;2156;2068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55879.31885838571;96967090.11238977
43.0;13;04;0001;00000000;1304000100000000;V.K.;259571;259571;1304000100000000.0;13;4;1;0;0;0;CIRCLE;V.K.;Total;1173;5635;2887;2748;1024;574;450;0;0;0;5620;2879;2741;3420;1779;1641;2215;1108;1107;2496;1383;1113;2462;1369;1093;2009;1003;1006;5;4;1;27;15;12;421;347;74;34;14;20;6;2;4;0;0;0;15;2;13;13;10;3;3139;1504;1635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53517.06165991224;90904845.76912688
44.0;13;05;0011;00000000;1305001100000000;Chukitong;259572;259572;1305001100000000.0;13;5;11;0;0;0;CIRCLE;Chukitong;Total;1487;8564;4358;4206;1424;724;700;0;0;0;8538;4338;4200;5412;2930;2482;3152;1428;1724;3550;1740;1810;3507;1711;1796;3065;1356;1709;2;1;1;5;2;3;435;352;83;43;29;14;35;25;10;1;0;1;0;0;0;7;4;3;5014;2618;2396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49800.238050470856;100310400.66618855
45.0;13;04;0007;00000000;1304000700000000;Atoizu;259573;259573;1304000700000000.0;13;4;7;0;0;0;CIRCLE;Atoizu;Total;2358;14460;7214;7246;2283;1087;1196;0;0;0;13616;6781;6835;7263;3898;3365;7197;3316;3881;4219;2328;1891;3717;2117;1600;2328;1146;1182;95;24;71;60;29;31;1234;918;316;502;211;291;364;149;215;45;10;35;9;1;8;84;51;33;10241;4886;5355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71891.14025076015;163781489.51211593
46.0;13;05;0008;00000000;1305000800000000;Ralan;259574;259574;1305000800000000.0;13;5;8;0;0;0;CIRCLE;Ralan;Total;1523;7312;3892;3420;859;437;422;0;0;0;6811;3594;3217;4744;2665;2079;2568;1227;1341;3411;1873;1538;3228;1796;1432;2778;1457;1321;42;27;15;25;12;13;383;300;83;183;77;106;151;67;84;4;2;2;1;0;1;27;8;19;3901;2019;1882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63236.67539060992;104081753.1454104
47.0;13;05;0007;00000000;1305000700000000;Lotsu;259575;259575;1305000700000000.0;13;5;7;0;0;0;CIRCLE;Lotsu;Total;864;6026;3071;2955;476;244;232;0;0;0;5982;3046;2936;4876;2578;2298;1150;493;657;2207;1112;1095;1905;973;932;1681;799;882;3;0;3;5;2;3;216;172;44;302;139;163;274;123;151;9;5;4;1;0;1;18;11;7;3819;1959;1860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51662.580197539406;76069212.19932662
48.0;13;02;0012;00000000;1302001200000000;Chessore;259576;259576;1302001200000000.0;13;2;12;0;0;0;CIRCLE;Chessore;Total;2263;16045;8114;7931;2504;1216;1288;0;0;0;15797;7991;7806;5484;3256;2228;10561;4858;5703;7286;3725;3561;5736;2979;2757;4668;2291;2377;504;264;240;49;36;13;515;388;127;1550;746;804;429;209;220;856;405;451;27;12;15;238;120;118;8759;4389;4370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56956.383307424985;137597324.44019368
49.0;13;02;0016;00000000;1302001600000000;Thonoknyu;259577;259577;1302001600000000.0;13;2;16;0;0;0;CIRCLE;Thonoknyu;Total;2080;13631;7380;6251;1878;1057;821;0;0;0;13514;7302;6212;4617;2747;1870;9014;4633;4381;6382;3430;2952;6112;3290;2822;5412;2766;2646;39;20;19;117;74;43;544;430;114;270;140;130;205;107;98;40;19;21;16;11;5;9;3;6;7249;3950;3299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105944.48753415224;443763549.4418587
50.0;13;04;0006;00000000;1304000600000000;Zunheboto Sadar;259578;259578;1304000600000000.0;13;4;6;0;0;0;CIRCLE;Zunheboto Sadar;Total;5714;38569;20276;18293;5701;2968;2733;0;0;0;35324;17913;17411;25579;14092;11487;12990;6184;6806;13412;8070;5342;11511;7177;4334;4475;2027;2448;169;46;123;269;118;151;6598;4986;1612;1901;893;1008;1118;506;612;150;57;93;80;45;35;553;285;268;25157;12206;12951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69574.8549267275;161882881.08031452
51.0;13;05;0009;00000000;1305000900000000;Wozhuro;259579;259579;1305000900000000.0;13;5;9;0;0;0;CIRCLE;Wozhuro;Total;1815;11777;5911;5866;2186;1034;1152;0;0;0;11601;5754;5847;7478;3944;3534;4299;1967;2332;4418;2273;2145;4381;2256;2125;3744;1772;1972;6;0;6;66;27;39;565;457;108;37;17;20;20;4;16;3;2;1;2;1;1;12;10;2;7359;3638;3721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61398.55539666728;130672987.43872298
52.0;13;04;0005;00000000;1304000500000000;Aghunato;259580;259580;1304000500000000.0;13;4;5;0;0;0;CIRCLE;Aghunato;Total;2923;16713;8390;8323;2748;1411;1337;0;0;0;16544;8264;8280;9251;4982;4269;7462;3408;4054;6334;3208;3126;5501;3063;2438;3935;1782;2153;32;21;11;27;17;10;1507;1243;264;833;145;688;681;118;563;68;1;67;18;5;13;66;21;45;10379;5182;5197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71053.415279502;189077655.19599807
53.0;13;04;0010;00000000;1304001000000000;Satakha;259581;259581;1304001000000000.0;13;4;10;0;0;0;CIRCLE;Satakha;Total;3451;19849;10303;9546;2722;1423;1299;0;0;0;18691;9536;9155;12791;7077;5714;7058;3226;3832;7543;4129;3414;6025;3588;2437;3687;1646;2041;68;46;22;38;20;18;2232;1876;356;1518;541;977;856;358;498;407;110;297;86;11;75;169;62;107;12306;6174;6132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95410.61173116205;242442553.9003232
54.0;13;02;0011;00000000;1302001100000000;Tsurongtho;259582;259582;1302001100000000.0;13;2;11;0;0;0;CIRCLE;Tsurungto;Total;1157;7371;3804;3567;1115;614;501;0;0;0;7322;3775;3547;3279;1804;1475;4092;2000;2092;2778;1421;1357;2678;1371;1307;2423;1159;1264;4;3;1;39;22;17;212;187;25;100;50;50;90;46;44;1;0;1;5;2;3;4;2;2;4593;2383;2210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34307.12890967891;42367450.84628604
55.0;13;02;0014;00000000;1302001400000000;Amahator;259583;259583;1302001400000000.0;13;2;14;0;0;0;CIRCLE;Amahator;Total;1562;11836;6092;5744;1669;773;896;0;0;0;11788;6065;5723;3363;2031;1332;8473;4061;4412;6065;3153;2912;5659;3024;2635;5391;2824;2567;23;12;11;50;24;26;195;164;31;406;129;277;370;107;263;1;1;0;18;6;12;17;15;2;5771;2939;2832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45889.92864885118;94155469.37217675
56.0;13;02;0013;00000000;1302001300000000;Seyochung;259584;259584;1302001300000000.0;13;2;13;0;0;0;CIRCLE;Seyochung;Total;3060;20867;10926;9941;2711;1319;1392;0;0;0;20406;10669;9737;9060;5304;3756;11807;5622;6185;9339;4807;4532;8590;4450;4140;7100;3453;3647;253;114;139;269;143;126;968;740;228;749;357;392;366;137;229;109;76;33;99;33;66;175;111;64;11528;6119;5409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63707.88879133324;163068807.05114797
57.0;13;04;0008;00000000;1304000800000000;Pughoboto;259585;259585;1304000800000000.0;13;4;8;0;0;0;CIRCLE;Pughoboto;Total;2911;15088;7643;7445;2760;1378;1382;0;0;0;14935;7536;7399;7851;4240;3611;7237;3403;3834;6016;3165;2851;5567;2960;2607;4359;2026;2333;15;7;8;67;52;15;1126;875;251;449;205;244;236;114;122;52;20;32;38;17;21;123;54;69;9072;4478;4594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80988.57825852928;153574179.89704007
58.0;13;07;0001;00000000;1307000100000000;Tseminyu;259586;259586;1307000100000000.0;13;7;1;0;0;0;CIRCLE;Tseminyu;Total;7600;52864;26936;25928;8336;4117;4219;0;0;0;52306;26585;25721;31443;17401;14042;21421;9535;11886;25935;13057;12878;19186;9624;9562;15691;6970;8721;81;44;37;200;114;86;3214;2496;718;6749;3433;3316;3153;1500;1653;2128;1333;795;991;356;635;477;244;233;26929;13879;13050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105663.3018939135;328938283.62583405
