OBJECTID;SID;DID;TID;VILL_CODE;C_CODE01;NAME;UID;UID_1;CENSUS_COD;STATE;DISTRICT;SUB_DIST;TOWN_VILL;WARD;EB;LEVEL;NAME_1;TRU;No_HH;TOT_P;TOT_M;TOT_F;P_06;M_06;F_06;P_SC;M_SC;F_SC;P_ST;M_ST;F_ST;P_LIT;M_LIT;F_LIT;P_ILL;M_ILL;F_ILL;TOT_WORK_P;TOT_WORK_M;TOT_WORK_F;MAINWORK_P;MAINWORK_M;MAINWORK_F;MAIN_CL_P;MAIN_CL_M;MAIN_CL_F;MAIN_AL_P;MAIN_AL_M;MAIN_AL_F;MAIN_HH_P;MAIN_HH_M;MAIN_HH_F;MAIN_OT_P;MAIN_OT_M;MAIN_OT_F;MARGWORK_P;MARGWORK_M;MARGWORK_F;MARG_CL_P;MARG_CL_M;MARG_CL_F;MARG_AL_P;MARG_AL_M;MARG_AL_F;MARG_HH_P;MARG_HH_M;MARG_HH_F;MARG_OT_P;MARG_OT_M;MARG_OT_F;NON_WORK_P;NON_WORK_M;NON_WORK_F;ST_CODE;DIST_CODE;THSIL_CODE;BLOCK_CODE;V_CT_CODE;VILL_NAME;AREA;T_HH;T_P;T_M;T_F;SC_P;SC_M;SC_F;ST_P;ST_M;ST_F;EDU_FAC;P_SCH;RANG_P_SCH;M_SCH;RANG_M_SCH;S_SCH;S_S_SCH;COLLEGE;RANG_COLL;IND_SCH;TR_SCH;ADLT_LT_CT;OTH_SCH;MEDI_FAC;ALL_HOSP;RANG_ALL;AYU_HOSP;UN_HOSP;HOM_HOSP;ALL_DISP;AYU_DISP;UN_DISP;HOM_DISP;MCW_CNTR;RANG_MCW;M_HOME;CWC;H_CNTR;PH_CNTR;RANG_PHC;PHS_CNT;FWC_CNTR;TB_CLN;N_HOME;RMP;SMP;CHW;OTH_CNTR;DRNK_WAT_F;RANG_WAT_F;TAP;WELL;TANK;TUBEWELL;HANDPUMP;RIVER;CANAL;LAKE;SPRING;OTHER;SOU_SUMM;RANG_SS;SS_CODE;P_T_FAC;POST_OFF;RANG_PO;TELE_OFF;POST_TELE;PHONE;RANG_PHONE;COMM_FAC;BS_FAC;RANG_BS;RS_FAC;RANG_RS;NW_FAC;RANG_NW;BANK_FAC;COMM_BANK;RANG_COMM;COOP_BANK;RANG_COOP;CRSOC_FAC;AC_SOC;RANG_ACS;NAC_SOC;RANG_NAC;OTHER_SOC;RANG_OTH;RC_FAC;C_V_HALL;RANG_CV;SP_CL_FAC;RANG_SPCL;ST_AU_FAC;RANG_STAU;APP_PR;APP_MR;APP_FP;APP_NAVRIV;APP_NAVCAN;APP_NW;NEAR_TOWN;DIST_TOWN;POWER_SUPL;POWER_DOM;POWER_AGR;POWER_OTH;POWER_ALL;PAP_MAG;NEWS_PAP;MAGAZINE;A_INCEXP;TOT_INC;TOT_EXP;MAN_COMM1;MAN_COMM2;MAN_COMM3;LAND_FORES;CANAL_GOVT;CANAL_PVT;WELL_WO_EL;WELL_W_EL;TW_WO_EL;TW_W_EL;TANK_IRR;RIVER_IRR;LAKE_IRR;W_FALL;OTH_IRR;TOT_IRR;UN_IRR;CULT_WASTE;AREA_NA_CU;Shape_Leng;Shape_Area
1.0;12;10;0001;00000000;1210000100000000;Mipi;259379;259379;1210000100000000.0;12;10;1;0;0;0;CIRCLE;Mipi Circle;Total;64;275;157;118;28;18;10;0;0;0;254;136;118;91;68;23;184;89;95;111;78;33;109;77;32;81;49;32;2;2;0;0;0;0;26;26;0;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;164;79;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;251682.19252350187;2282933572.864051
2.0;12;10;0002;00000000;1210000200000000;Anini;259380;259380;1210000200000000.0;12;10;2;0;0;0;CIRCLE;Anini Circle;Total;979;4069;2417;1652;665;361;304;19;13;6;2451;1268;1183;2077;1360;717;1992;1057;935;1947;1407;540;1708;1234;474;493;220;273;4;2;2;8;6;2;1203;1006;197;239;173;66;86;35;51;1;1;0;3;2;1;149;135;14;2122;1010;1112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;324302.36234132206;2076956217.281958
3.0;12;09;0001;00000000;1209000100000000;Tuting;259381;259381;1209000100000000.0;12;9;1;0;0;0;CIRCLE;Tuting Circle;Total;849;3915;2129;1786;753;393;360;5;5;0;2974;1513;1461;1608;1077;531;2307;1052;1255;2211;1305;906;1797;1064;733;1149;477;672;16;13;3;4;4;0;628;570;58;414;241;173;386;224;162;18;9;9;1;1;0;9;7;2;1704;824;880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;327894.86954747373;2625250582.7325954
4.0;12;09;0004;00000000;1209000400000000;Gelling;259382;259382;1209000400000000.0;12;9;4;0;0;0;CIRCLE;Gelling Circle;Total;153;742;362;380;175;84;91;0;0;0;723;350;373;272;167;105;470;195;275;478;251;227;379;207;172;309;140;169;4;4;0;1;1;0;65;62;3;99;44;55;97;42;55;0;0;0;0;0;0;2;2;0;264;111;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100135.71205629787;431854216.6149308
5.0;12;10;0003;00000000;1210000300000000;Etalin;259383;259383;1210000300000000.0;12;10;3;0;0;0;CIRCLE;Etalin Circle;Total;289;1575;1021;554;214;104;110;40;34;6;883;464;419;634;472;162;941;549;392;1031;796;235;1008;782;226;282;134;148;3;3;0;2;2;0;721;643;78;23;14;9;16;8;8;0;0;0;0;0;0;7;6;1;544;225;319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;459134.2401234284;4352742505.621544
6.0;12;07;0002;00000000;1207000200000000;Monigong;259384;259384;1207000200000000.0;12;7;2;0;0;0;CIRCLE;Monigong Circle;Total;516;3025;1448;1577;515;259;256;0;0;0;3003;1435;1568;550;382;168;2475;1066;1409;938;550;388;870;526;344;741;415;326;2;2;0;4;3;1;123;106;17;68;24;44;66;24;42;0;0;0;0;0;0;2;0;2;2087;898;1189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167579.9054802824;1366008267.661392
7.0;12;09;0005;00000000;1209000500000000;Singa;259385;259385;1209000500000000.0;12;9;5;0;0;0;CIRCLE;Singa Circle;Total;182;950;451;499;207;92;115;0;0;0;899;424;475;299;182;117;651;269;382;590;280;310;462;217;245;431;188;243;0;0;0;1;1;0;30;28;2;128;63;65;122;62;60;1;0;1;0;0;0;5;1;4;360;171;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125843.68377348225;777118943.373335
8.0;12;09;0003;00000000;1209000300000000;Palling;259386;259386;1209000300000000.0;12;9;3;0;0;0;CIRCLE;Palling Circle;Total;147;736;375;361;130;69;61;0;0;0;733;372;361;236;139;97;500;236;264;438;220;218;362;186;176;307;150;157;1;1;0;4;2;2;50;33;17;76;34;42;74;32;42;2;2;0;0;0;0;0;0;0;298;155;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71696.98857575536;164081984.187357
9.0;12;09;0002;00000000;1209000200000000;Migging;259387;259387;1209000200000000.0;12;9;2;0;0;0;CIRCLE;Migging Circle;Total;260;1223;745;478;211;116;95;47;39;8;817;419;398;395;283;112;828;462;366;753;501;252;713;478;235;296;124;172;4;2;2;1;1;0;412;351;61;40;23;17;30;15;15;2;1;1;1;0;1;7;7;0;470;244;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;152137.99602975565;544953941.3139062
10.0;12;07;0004;00000000;1207000400000000;Payum;259388;259388;1207000400000000.0;12;7;4;0;0;0;CIRCLE;Payum Circle;Total;315;1469;760;709;235;131;104;0;0;0;1387;711;676;499;304;195;970;456;514;783;399;384;680;347;333;572;269;303;0;0;0;8;4;4;100;74;26;103;52;51;53;32;21;3;0;3;16;1;15;31;19;12;686;361;325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;157564.43551759413;865513438.8967266
11.0;12;09;0006;00000000;1209000600000000;Yingkiong;259389;259389;1209000600000000.0;12;9;6;0;0;0;CIRCLE;Yingkiong Circle;Total;1960;8698;5109;3589;1529;766;763;47;31;16;4859;2444;2415;4665;3148;1517;4033;1961;2072;4382;3193;1189;4145;3077;1068;1248;609;639;224;139;85;22;19;3;2651;2310;341;237;116;121;184;95;89;9;2;7;1;0;1;43;19;24;4316;1916;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134921.94591533614;563838984.9403147
12.0;12;09;0007;00000000;1209000700000000;Jengging;259390;259390;1209000700000000.0;12;9;7;0;0;0;CIRCLE;Jengging Circle;Total;784;3262;1773;1489;558;259;299;1;1;0;2313;1160;1153;1572;1020;552;1690;753;937;1696;1097;599;1486;1008;478;780;411;369;41;32;9;5;1;4;660;564;96;210;89;121;143;56;87;29;13;16;1;0;1;37;20;17;1566;676;890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;142298.3230976247;625361929.2110602
13.0;12;10;0004;00000000;1210000400000000;Anelih;259391;259391;1210000400000000.0;12;10;4;0;0;0;CIRCLE;Anelih Circle;Total;148;564;285;279;89;50;39;0;0;0;529;262;267;189;118;71;375;167;208;260;141;119;120;68;52;68;29;39;0;0;0;4;1;3;48;38;10;140;73;67;126;67;59;3;3;0;5;1;4;6;2;4;304;144;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155023.11295072443;691758715.545735
14.0;12;07;0001;00000000;1207000100000000;Mechuka;259392;259392;1207000100000000.0;12;7;1;0;0;0;CIRCLE;Mechuka Circle;Total;732;4446;2395;2051;850;428;422;11;11;0;3985;1976;2009;1884;1303;581;2562;1092;1470;2047;1231;816;1911;1174;737;1143;526;617;1;1;0;4;2;2;763;645;118;136;57;79;112;46;66;9;4;5;1;0;1;14;7;7;2399;1164;1235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129106.88592502702;685377850.0226796
15.0;12;09;0009;00000000;1209000900000000;Mariyang;259393;259393;1209000900000000.0;12;9;9;0;0;0;CIRCLE;Mariyang Circle;Total;1235;6771;3476;3295;1406;694;712;12;9;3;6266;3147;3119;2062;1274;788;4709;2202;2507;3116;1649;1467;2915;1554;1361;2376;1117;1259;12;12;0;14;7;7;513;418;95;201;95;106;159;72;87;5;3;2;5;3;2;32;17;15;3655;1827;1828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173605.3454492149;843478427.0435367
16.0;12;07;0003;00000000;1207000300000000;Pidi;259394;259394;1207000300000000.0;12;7;3;0;0;0;CIRCLE;Pidi Circle;Total;131;666;331;335;102;47;55;0;0;0;666;331;335;153;96;57;513;235;278;274;139;135;257;130;127;243;120;123;0;0;0;1;0;1;13;10;3;17;9;8;9;2;7;1;1;0;0;0;0;7;6;1;392;192;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70852.33710327026;237037131.09377867
17.0;12;06;0003;00000000;1206000300000000;Nacho;259395;259395;1206000300000000.0;12;6;3;0;0;0;CIRCLE;Nacho Circle;Total;842;3768;1848;1920;724;391;333;0;0;0;3671;1781;1890;771;507;264;2997;1341;1656;1810;857;953;1770;843;927;1528;642;886;6;3;3;11;7;4;225;191;34;40;14;26;19;4;15;18;8;10;1;1;0;2;1;1;1958;991;967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180203.17002393157;1398599508.9213605
18.0;12;06;0002;00000000;1206000200000000;Limeking;259396;259396;1206000200000000.0;12;6;2;0;0;0;CIRCLE;Limeking Circle;Total;177;874;428;446;173;83;90;0;0;0;856;417;439;216;136;80;658;292;366;405;215;190;305;205;100;200;119;81;0;0;0;2;2;0;103;84;19;100;10;90;95;5;90;0;0;0;2;2;0;3;3;0;469;213;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155724.62254167057;1046170836.1291246
19.0;12;06;0004;00000000;1206000400000000;Siyum;259397;259397;1206000400000000.0;12;6;4;0;0;0;CIRCLE;Siyum Circle;Total;849;4055;1964;2091;851;426;425;0;0;0;3995;1930;2065;763;515;248;3292;1449;1843;2113;1008;1105;2061;983;1078;1862;823;1039;24;14;10;4;1;3;171;145;26;52;25;27;42;21;21;5;2;3;0;0;0;5;2;3;1942;956;986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135943.393257449;618402364.7371508
20.0;12;06;0001;00000000;1206000100000000;Taksing;259398;259398;1206000100000000.0;12;6;1;0;0;0;CIRCLE;Taksing Circle;Total;147;592;284;308;108;52;56;0;0;0;586;281;305;243;142;101;349;142;207;314;144;170;240;128;112;180;73;107;0;0;0;1;1;0;59;54;5;74;16;58;73;16;57;0;0;0;1;0;1;0;0;0;278;140;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128555.02007832318;606885778.8462312
21.0;12;07;0005;00000000;1207000500000000;Tato;259399;259399;1207000500000000.0;12;7;5;0;0;0;CIRCLE;Tato Circle;Total;390;2132;1108;1024;493;241;252;0;0;0;1968;987;981;601;377;224;1531;731;800;1011;574;437;840;493;347;462;222;240;5;3;2;4;1;3;369;267;102;171;81;90;69;19;50;23;17;6;27;4;23;52;41;11;1121;534;587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115868.86576071885;446641140.77565503
22.0;12;10;0007;00000000;1210000700000000;Desali;259400;259400;1210000700000000.0;12;10;7;0;0;0;CIRCLE;Desali Circle;Total;216;823;417;406;164;71;93;0;0;0;710;337;373;305;190;115;518;227;291;404;259;145;348;255;93;222;139;83;8;5;3;0;0;0;118;111;7;56;4;52;51;2;49;5;2;3;0;0;0;0;0;0;419;158;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163147.7974331932;927854604.0102613
23.0;12;10;0005;00000000;1210000500000000;Kronli;259401;259401;1210000500000000.0;12;10;5;0;0;0;CIRCLE;Kronli Circle;Total;213;789;406;383;115;60;55;0;0;0;710;355;355;272;177;95;517;229;288;404;212;192;395;210;185;306;144;162;1;1;0;5;3;2;83;62;21;9;2;7;7;2;5;0;0;0;0;0;0;2;0;2;385;194;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160918.4786933844;642366993.5513213
24.0;12;08;0002;00000000;1208000200000000;Riga;259402;259402;1208000200000000.0;12;8;2;0;0;0;CIRCLE;Riga Circle;Total;788;3887;2030;1857;722;351;371;0;0;0;3797;1966;1831;1604;914;690;2283;1116;1167;1987;1084;903;1904;1046;858;1779;934;845;27;23;4;3;3;0;95;86;9;83;38;45;80;37;43;2;1;1;0;0;0;1;0;1;1900;946;954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94849.60672090467;367207444.75128984
25.0;12;08;0001;00000000;1208000100000000;Boleng;259403;259403;1208000100000000.0;12;8;1;0;0;0;CIRCLE;Boleng Circle;Total;1006;4985;2569;2416;998;498;500;24;17;7;3900;1940;1960;2398;1370;1028;2587;1199;1388;1828;1101;727;1632;1047;585;977;533;444;31;23;8;8;6;2;616;485;131;196;54;142;145;29;116;7;4;3;1;0;1;43;21;22;3157;1468;1689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105284.02396360572;336931047.8904875
26.0;12;09;0008;00000000;1209000800000000;Geku;259404;259404;1209000800000000.0;12;9;8;0;0;0;CIRCLE;Geku Circle;Total;782;4222;2178;2044;872;430;442;8;6;2;3742;1890;1852;1428;883;545;2794;1295;1499;1990;1068;922;1832;1008;824;1493;742;751;19;15;4;18;7;11;302;244;58;158;60;98;110;51;59;1;0;1;8;2;6;39;7;32;2232;1110;1122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72017.03287970753;253390513.4092304
27.0;12;10;0009;00000000;1210000900000000;Dambuk;259405;259405;1210000900000000.0;12;10;9;0;0;0;CIRCLE;Dambuk Circle;Total;1885;10443;5492;4951;2325;1181;1144;203;104;99;6749;3431;3318;4279;2736;1543;6164;2756;3408;4496;2611;1885;3790;2401;1389;2471;1391;1080;435;286;149;44;35;9;840;689;151;706;210;496;554;157;397;97;26;71;10;4;6;45;23;22;5947;2881;3066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;226442.01648398757;1246119337.4857972
28.0;12;10;0006;00000000;1210000600000000;Hunli;259406;259406;1210000600000000.0;12;10;6;0;0;0;CIRCLE;Hunli Circle;Total;281;1030;581;449;146;77;69;9;9;0;725;376;349;488;333;155;542;248;294;581;394;187;544;389;155;277;158;119;18;14;4;4;0;4;245;217;28;37;5;32;33;3;30;0;0;0;0;0;0;4;2;2;449;187;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129757.57998698173;500255610.2307717
29.0;12;11;0006;00000000;1211000600000000;Chaglagam;259407;259407;1211000600000000.0;12;11;6;0;0;0;CIRCLE;Chaglagam Circle;Total;569;2359;1212;1147;441;222;219;0;0;0;2275;1148;1127;303;255;48;2056;957;1099;1264;699;565;1135;654;481;997;530;467;4;4;0;4;1;3;130;119;11;129;45;84;122;44;78;2;0;2;2;0;2;3;1;2;1095;513;582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;147130.34006648732;1044562607.3859762
30.0;12;06;0005;00000000;1206000500000000;Taliha;259408;259408;1206000500000000.0;12;6;5;0;0;0;CIRCLE;Taliha Circle;Total;1343;6355;3200;3155;1195;584;611;0;0;0;6139;3055;3084;2207;1379;828;4148;1821;2327;2660;1377;1283;2582;1348;1234;2162;986;1176;2;1;1;6;5;1;412;356;56;78;29;49;73;26;47;1;1;0;0;0;0;4;2;2;3695;1823;1872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;187098.1349112257;849484402.5863361
31.0;12;07;0006;00000000;1207000600000000;Kaying;259409;259409;1207000600000000.0;12;7;6;0;0;0;CIRCLE;Kaying Circle;Total;729;4084;2075;2009;833;446;387;2;1;1;3507;1765;1742;1810;1013;797;2274;1062;1212;1736;941;795;1611;877;734;1229;589;640;2;1;1;28;19;9;352;268;84;125;64;61;113;56;57;4;2;2;1;1;0;7;5;2;2348;1134;1214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97684.33643003725;260882252.95938775
32.0;12;11;0003;00000000;1211000300000000;Hayuliang;259410;259410;1211000300000000.0;12;11;3;0;0;0;CIRCLE;Hayuliang Circle;Total;1139;5202;3106;2096;879;455;424;16;11;5;2910;1546;1364;2467;1822;645;2735;1284;1451;2477;1766;711;2116;1632;484;699;343;356;5;5;0;6;4;2;1406;1280;126;361;134;227;273;97;176;26;2;24;15;7;8;47;28;19;2725;1340;1385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;168156.0541842677;682613502.9324081
33.0;12;07;0008;00000000;1207000800000000;Kamba;259411;259411;1207000800000000.0;12;7;8;0;0;0;CIRCLE;Kamba Circle;Total;914;5739;2948;2791;999;495;504;15;12;3;5097;2561;2536;2686;1516;1170;3053;1432;1621;2204;1215;989;2087;1153;934;1520;713;807;8;6;2;10;7;3;549;427;122;117;62;55;31;8;23;29;19;10;3;2;1;54;33;21;3535;1733;1802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;147540.06710040435;568207058.1726302
34.0;12;11;0005;00000000;1211000500000000;Goiliang;259412;259412;1211000500000000.0;12;11;5;0;0;0;CIRCLE;Goiliang Circle;Total;361;1662;874;788;222;132;90;0;0;0;1635;856;779;239;167;72;1423;707;716;956;489;467;787;453;334;729;407;322;3;2;1;2;1;1;53;43;10;169;36;133;94;14;80;53;14;39;5;0;5;17;8;9;706;385;321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;133497.2859071003;640730333.1799603
35.0;12;07;0009;00000000;1207000900000000;Rumgong;259413;259413;1207000900000000.0;12;7;9;0;0;0;CIRCLE;Rumgong Circle;Total;534;2777;1424;1353;516;277;239;0;0;0;2588;1306;1282;1174;647;527;1603;777;826;1111;634;477;1084;622;462;892;480;412;5;3;2;13;7;6;174;132;42;27;12;15;21;8;13;2;2;0;0;0;0;4;2;2;1666;790;876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61087.10757230805;227368584.80372652
